"Reporting Starts","Reporting Ends","Ad Set Name","DMA Region",Budget,"Budget Type","Amount Spent (USD)","Amount Spent Today (USD)","CTR (All)","CTR (Link Click-Through Rate)","CPC (Cost per Link Click) (USD)","Link Clicks","Cost per Website Lead (USD)","Website Leads","Cost per Lead (Form) (USD)","Leads (Form)","Offer Claims","Cost per Offer Claim (USD)","Cost per Website Content Views (USD)","Cost per Website Purchase (USD)","Cost per Page Like (USD)","Post Reactions"
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Columbus, GA (Opelika, Al)",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Atlanta,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Indianapolis,10,Daily,0.07,0,16.666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Miami-Ft. Lauderdale",10,Daily,0.63,0,11.428571428571,,,,,,,,,,0.63,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Tallahassee-Thomasville,10,Daily,0.33,0,25,12.5,0.33,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Albany-Schenectady-Troy,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Orlando-Daytona Bch-Melbrn",10,Daily,0.18,0,20,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Columbus, OH",10,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Youngstown,10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Rochester, NY",10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Tampa-St. Pete (Sarasota)",10,Daily,0.25,0,18.181818181818,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Dayton,10,Daily,0.11,0,12.5,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Norfolk-Portsmth-Newpt Nws",10,Daily,0.34,0,3.448275862069,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Greenville-N.Bern-Washngtn,10,Daily,0.34,0,8.3333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Columbia, SC",10,Daily,0.31,0,5.5555555555556,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Toledo,10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"West Palm Beach-Ft. Pierce",10,Daily,0.13,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Lansing,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Syracuse,10,Daily,0.06,0,50,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Richmond-Petersburg,10,Daily,0.23,0,20,6.6666666666667,0.23,1,,,0.23,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Knoxville,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Raleigh-Durham (Fayetvlle)",10,Daily,0.35,0,4.5454545454545,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Jacksonville,10,Daily,0.21,0,23.529411764706,5.8823529411765,0.21,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Grand Rapids-Kalmzoo-B.Crk",10,Daily,0.15,0,50,16.666666666667,0.15,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Harrisburg-Lncstr-Leb-York,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Greenvll-Spart-Ashevll-And,10,Daily,0.24,0,9.5238095238095,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Harrisonburg,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Myrtle Beach-Florence",10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Ft. Myers-Naples",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Roanoke-Lynchburg,10,Daily,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Chattanooga,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Salisbury,10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Wilkes Barre-Scranton-Hztn",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Gainesville,10,Daily,0.05,0,75,25,0.05,1,,,0.05,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Chicago,10,Daily,1.15,0,3.9473684210526,1.3157894736842,1.15,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Dothan,10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"St. Louis",10,Daily,0.38,0,20,8,0.19,2,,,0.38,1,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Rockford,10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Shreveport,10,Daily,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Kansas City",10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Milwaukee,10,Daily,0.29,0,62.5,12.5,0.29,1,,,0.29,1,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Houston,10,Daily,1.33,0,6.5573770491803,3.2786885245902,0.665,2,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"New Orleans",10,Daily,0.18,0,6.25,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Dallas-Ft. Worth",10,Daily,1.07,0,6.8493150684932,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Waco-Temple-Bryan,10,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Monroe-El Dorado",10,Daily,0.15,0,33.333333333333,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Birmingham (Ann And Tusc)",10,Daily,0.33,0,10.714285714286,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Paducah-Cape Girard-Harsbg",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Odessa-Midland,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Austin,10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Jackson, TB",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Memphis,10,Daily,0.8,0,9.6774193548387,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"San Antonio",10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Lafayette, LA",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Lake Charles",10,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Champaign&Sprngfld-Decatur,10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Panama City",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Nashville,10,Daily,0.16,0,33.333333333333,5.5555555555556,0.16,1,,,0.16,1,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Madison,10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Columbus-Tupelo-W Pnt-Hstn",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Peoria-Bloomington,10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Mobile-Pensacola (Ft Walt)",10,Daily,0.17,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Huntsville-Decatur (Flor)",10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Little Rock-Pine Bluff",10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Montgomery-Selma,10,Daily,0.18,0,4.7619047619048,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Tyler-Longview(Lfkn&Ncgd),10,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Meridian,10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Baton Rouge",10,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Jackson, MS",10,Daily,0.48,0,3.7037037037037,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Phoenix (Prescott)",10,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"El Paso (Las Cruces)",10,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Los Angeles",10,Daily,0.57,0,12.903225806452,3.2258064516129,0.57,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"San Francisco-Oak-San Jose",10,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Seattle-Tacoma,10,Daily,0.08,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Sacramnto-Stkton-Modesto,10,Daily,0.11,0,42.857142857143,14.285714285714,0.11,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,Fresno-Visalia,10,Daily,0.04,0,400,100,0.04,1,,,0.04,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_440k3554_MobileAnd,"Non-DMA Region",10,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"New York",5,Daily,0.4,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Philadelphia,5,Daily,0.29,0,15.384615384615,7.6923076923077,0.29,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Detroit,5,Daily,0.52,0,10.714285714286,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Boston (Manchester)",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Savannah,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Pittsburgh,5,Daily,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Cleveland-Akron (Canton)",5,Daily,0.11,0,16.666666666667,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Washington, DC (Hagrstwn)",5,Daily,0.15,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Baltimore,5,Daily,0.14,0,40,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Flint-Saginaw-Bay City",5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Buffalo,5,Daily,0.31,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Cincinnati,5,Daily,0.06,0,25,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Charlotte,5,Daily,0.11,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Greensboro-H.Point-W.Salem,5,Daily,0.15,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Charleston, SC",5,Daily,0.11,0,16.666666666667,16.666666666667,0.11,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Augusta-Aiken,5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Columbus, GA (Opelika, Al)",5,Daily,0.05,0,100,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Utica,5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Indianapolis,5,Daily,0.06,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Miami-Ft. Lauderdale",5,Daily,0.13,0,7.6923076923077,7.6923076923077,0.13,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Tallahassee-Thomasville,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Albany-Schenectady-Troy,5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Orlando-Daytona Bch-Melbrn",5,Daily,0.38,0,16.666666666667,8.3333333333333,0.38,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Columbus, OH",5,Daily,0.11,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Youngstown,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Tampa-St. Pete (Sarasota)",5,Daily,0.11,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Dayton,5,Daily,0.03,0,50,50,0.03,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Springfield-Holyoke,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Norfolk-Portsmth-Newpt Nws",5,Daily,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Greenville-N.Bern-Washngtn,5,Daily,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Columbia, SC",5,Daily,0.22,0,7.1428571428571,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"West Palm Beach-Ft. Pierce",5,Daily,0.03,0,20,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Wilmington,5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Lansing,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Syracuse,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Richmond-Petersburg,5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Raleigh-Durham (Fayetvlle)",5,Daily,0.39,0,21.428571428571,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Jacksonville,5,Daily,0.22,0,7.1428571428571,,,,,,,,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Grand Rapids-Kalmzoo-B.Crk",5,Daily,0.07,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Greenvll-Spart-Ashevll-And,5,Daily,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Myrtle Beach-Florence",5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Roanoke-Lynchburg,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Salisbury,5,Daily,0.01,0,50,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Wilkes Barre-Scranton-Hztn",5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Clarksburg-Weston,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Corpus Christi",5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Chicago,5,Daily,0.69,0,8.1081081081081,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Columbia-Jefferson City",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Dothan,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"St. Louis",5,Daily,0.15,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Shreveport,5,Daily,0.16,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Kansas City",5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Milwaukee,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Houston,5,Daily,0.55,0,11.111111111111,,,,,,,,,,,,0.55,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"New Orleans",5,Daily,0.21,0,9.0909090909091,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Dallas-Ft. Worth",5,Daily,0.54,0,4.5454545454545,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Waco-Temple-Bryan,5,Daily,0.09,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Monroe-El Dorado",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Birmingham (Ann And Tusc)",5,Daily,0.2,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Austin,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Memphis,5,Daily,0.19,0,26.315789473684,10.526315789474,0.095,2,,,0.19,1,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"San Antonio",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Lafayette, LA",5,Daily,0.05,0,40,20,0.05,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Lake Charles",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Panama City",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Nashville,5,Daily,0.07,0,14.285714285714,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Abilene-Sweetwater,5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Peoria-Bloomington,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Mobile-Pensacola (Ft Walt)",5,Daily,0.08,0,16.666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Huntsville-Decatur (Flor)",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Beaumont-Port Arthur",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Little Rock-Pine Bluff",5,Daily,0,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Montgomery-Selma,5,Daily,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Tyler-Longview(Lfkn&Ncgd),5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Baton Rouge",5,Daily,0.06,0,75,25,0.06,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Jackson, MS",5,Daily,0.05,0,16.666666666667,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Phoenix (Prescott)",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Los Angeles",5,Daily,0.46,0,21.428571428571,7.1428571428571,0.46,1,,,0.46,1,,,,,,1
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"Palm Springs",5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"San Francisco-Oak-San Jose",5,Daily,0.09,0,28.571428571429,14.285714285714,0.09,1,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Seattle-Tacoma,5,Daily,0.05,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,"San Diego",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Sacramnto-Stkton-Modesto,5,Daily,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_670k50k_Mobile,Fresno-Visalia,5,Daily,0.01,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,"New York",5,Daily,0.72,0,2.7777777777778,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,Philadelphia,5,Daily,0.21,0,5.5555555555556,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,Detroit,5,Daily,0.22,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,"Boston (Manchester)",5,Daily,0.07,0,100,,,,,,,,,,0.07,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,Savannah,5,Daily,0.04,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,"Cleveland-Akron (Canton)",5,Daily,0.14,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,"Washington, DC (Hagrstwn)",5,Daily,0.1,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,Baltimore,5,Daily,0.15,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,"Flint-Saginaw-Bay City",5,Daily,0.02,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,Buffalo,5,Daily,0.03,0,0,,,,,,,,,,,,,
2017-04-28,2017-05-14,LeadVid2zmlng_lin_SFSCarDev50k_Mobile,Cincinnati,5,Daily,0.02,0,0,,,,,,,,,,,,,
